chip_id,chip_x,chip_y,tile,valid_first,bad_pct_first,image_date,na_count_evi,na_count_ndvi
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,48352,3.3581792091836733,2023-02-03,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,50176,0.0,2023-02-19,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,50176,0.0,2023-03-15,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,24575,35.616629464285715,2023-04-16,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,50145,0.06178252551020408,2023-05-02,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,48126,1.5485491071428572,2023-07-21,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,50176,0.0,2023-07-29,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,50176,0.0,2023-08-14,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,50176,0.0,2023-08-22,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,50176,0.0,2023-08-30,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,50176,0.0,2023-09-07,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,50176,0.0,2023-09-23,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,50176,0.0,2023-10-01,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,50176,0.0,2023-10-09,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,50176,0.0,2023-10-17,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,50176,0.0,2023-11-02,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,50176,0.0,2023-12-04,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,46075,3.172831632653061,2023-12-12,0,0
chip_088_037,-92.05198056517874,31.24736074202592,T15RWQ,50164,0.013950892857142858,2023-12-28,0,0
chip_083_039,-91.89524188981244,31.54387802522178,T15RXQ,49756,0.6178252551020408,2023-01-19,0,0
chip_083_039,-91.89524188981244,31.54387802522178,T15RXQ,48922,1.957110969387755,2023-02-04,0,0
chip_083_039,-91.89524188981244,31.54387802522178,T15RXQ,50176,0.0,2023-02-12,0,0
chip_083_039,-91.89524188981244,31.54387802522178,T15RXQ,50176,0.0,2023-04-01,0,0
chip_083_039,-91.89524188981244,31.54387802522178,T15RXQ,50176,0.0,2023-04-17,0,0
chip_083_039,-91.89524188981244,31.54387802522178,T15RXQ,47572,1.9351881377551021,2023-05-03,0,0
chip_085_042,-91.68874594082618,31.41523756797552,T15RXQ,50176,0.0,2023-01-19,0,0
chip_085_042,-91.68874594082618,31.41523756797552,T15RXQ,49530,1.1300223214285714,2023-02-04,0,0
chip_085_042,-91.68874594082618,31.41523756797552,T15RXQ,50176,0.0,2023-02-12,0,0
chip_085_042,-91.68874594082618,31.41523756797552,T15RXQ,50176,0.0,2023-04-01,0,0
chip_085_042,-91.68874594082618,31.41523756797552,T15RXQ,50176,0.0,2023-04-17,0,0
chip_085_042,-91.68874594082618,31.41523756797552,T15RXQ,0,94.28411989795919,2023-05-03,0,0
chip_085_043,-91.61788114116962,31.41247690449124,T15RXQ,50176,0.0,2023-01-19,0,0
chip_085_043,-91.61788114116962,31.41247690449124,T15RXQ,46440,4.456313775510204,2023-02-04,0,0
chip_085_043,-91.61788114116962,31.41247690449124,T15RXQ,50176,0.0,2023-02-12,0,0
chip_085_043,-91.61788114116962,31.41247690449124,T15RXQ,50166,0.011957908163265306,2023-04-01,0,0
