chip_id,chip_coordinate_x,chip_coordinate_y,crop_per_2023,non_crop_per_2023,crop_per_2022,non_crop_per_2022,crop_per_2021,non_crop_per_2021,crop_per_2020,non_crop_per_2020,crop_per_2019,non_crop_per_2019,crop_per_2018,non_crop_per_2018,crop_per_2017,non_crop_per_2017,crop_per_2016,non_crop_per_2016,crop_per_2015,non_crop_per_2015,crop_per_2014,non_crop_per_2014,average_crop_per
chip_000_069,-536670.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,70.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96
chip_000_072,-516510.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,34.58,65.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4579999999999997
chip_000_074,-503070.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,33.12,66.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.312
chip_000_075,-496350.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,65.58,34.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.558
chip_000_076,-489630.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,40.08,59.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.008
chip_000_077,-482910.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,53.43,46.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.343
chip_000_078,-476190.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,56.87,43.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.686999999999999
chip_000_079,-469470.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,55.49,44.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.549
chip_000_080,-462750.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
chip_000_081,-456030.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,62.56,37.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.256
chip_000_082,-449310.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,61.38,38.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.138
chip_000_083,-442590.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,51.46,48.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.146
chip_000_084,-435870.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,34.86,65.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4859999999999998
chip_000_085,-429150.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,37.94,62.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7939999999999996
chip_000_098,-341790.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,29.57,70.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.957
chip_000_102,-314910.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,39.94,60.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9939999999999998
chip_000_103,-308190.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,49.09,50.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.909000000000001
chip_000_104,-301470.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,39.32,60.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.932
chip_000_115,-227550.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,42.37,57.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.237
chip_000_116,-220830.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,28.35,71.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.835
chip_000_117,-214110.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,56.4,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64
chip_000_120,-193950.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,56.19,43.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.619
chip_000_121,-187230.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,54.58,45.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.458
chip_000_122,-180510.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,58.03,41.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.803
chip_000_123,-173790.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,71.73,28.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.173
chip_000_124,-167070.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01
chip_000_125,-160350.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,66.32,33.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.632
chip_000_126,-153630.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,84.39,15.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.439
chip_000_127,-146910.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,44.92,55.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.492
chip_000_128,-140190.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4,59.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04
chip_000_129,-133470.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,55.73,44.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5729999999999995
chip_000_130,-126750.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,64.78,35.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.478
chip_000_131,-120030.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1,62.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71
chip_000_132,-113310.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,39.54,60.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9539999999999997
chip_000_133,-106590.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,37.32,62.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.732
chip_000_134,-99870.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,46.64,53.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.664
chip_000_135,-93150.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,48.86,51.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.886
chip_000_136,-86430.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,28.88,71.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.888
chip_000_151,14370.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,33.79,66.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.379
chip_000_153,27810.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,30.97,69.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.097
chip_000_155,41250.0,1573500.0,0.0,0.0,0.0,0.0,0.0,0.0,33.83,66.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.383
